TITLE = "03hz_0001"
VARIABLES = "x [mm]", "y [mm]", "Velocity u [m/s]", "Velocity v [m/s]", "isValid", "filter length"
ZONE T="Frame 0", I=257, J=150, F=POINT
-50.0722 42.3092 0 0 0 31
-49.2386 42.3092 0 0 0 31
-48.4049 42.3092 0 0 0 31
-47.5713 42.3092 0 0 0 31
-46.7377 42.3092 0 0 0 31
-45.9041 42.3092 0 0 0 31
-45.0705 42.3092 0 0 0 31
-44.2368 42.3092 0 0 0 31
-43.4032 42.3092 0 0 0 31
-42.5696 42.3092 0 0 0 31
-41.736 42.3092 0 0 0 31
-40.9024 42.3092 0 0 0 31
-40.0688 42.3092 0 0 0 31
-39.2351 42.3092 0 0 0 31
-38.4015 42.3092 0 0 0 31
-37.5679 42.3092 0 0 0 31
-36.7343 42.3092 0 0 0 31
-35.9007 42.3092 0 0 0 31
-35.067 42.3092 0 0 0 31
-34.2334 42.3092 0 0 0 31
-33.3998 42.3092 0 0 0 31
-32.5662 42.3092 0 0 0 31
-31.7326 42.3092 0 0 0 31
-30.8989 42.3092 0 0 0 31
-30.0653 42.3092 0 0 0 31
-29.2317 42.3092 0 0 0 31
-28.3981 42.3092 0 0 0 31
-27.5645 42.3092 0 0 0 31
-26.7308 42.3092 0 0 0 31
-25.8972 42.3092 0 0 0 31
-25.0636 42.3092 0 0 0 31
-24.23 42.3092 0 0 0 31
-23.3964 42.3092 0 0 0 31
-22.5627 42.3092 0 0 0 31
-21.7291 42.3092 0 0 0 31
-20.8955 42.3092 0 0 0 31
-20.0619 42.3092 0 0 0 31
-19.2283 42.3092 0 0 0 31
-18.3947 42.3092 0 0 0 31
-17.561 42.3092 0 0 0 31
-16.7274 42.3092 0 0 0 31
-15.8938 42.3092 0 0 0 31
-15.0602 42.3092 0 0 0 31
-14.2266 42.3092 0 0 0 31
-13.3929 42.3092 0 0 0 31
-12.5593 42.3092 0 0 0 31
-11.7257 42.3092 0 0 0 31
-10.8921 42.3092 0 0 0 31
-10.0585 42.3092 0 0 0 31
-9.22484 42.3092 0 0 0 31
-8.39122 42.3092 0 0 0 31
-7.5576 42.3092 0 0 0 31
-6.72398 42.3092 0 0 0 31
-5.89036 42.3092 0 0 0 31
-5.05674 42.3092 0 0 0 31
-4.22312 42.3092 0 0 0 31
-3.38951 42.3092 0 0 0 31
-2.55589 42.3092 0 0 0 31
-1.72227 42.3092 0 0 0 31
-0.888648 42.3092 0 0 0 31
-0.0550288 42.3092 0 0 0 31
0.77859 42.3092 0 0 0 31
1.61221 42.3092 0 0 0 31
2.44583 42.3092 0 0 0 31
3.27945 42.3092 0 0 0 31
4.11307 42.3092 0 0 0 31
4.94669 42.3092 0 0 0 31
5.78031 42.3092 0 0 0 31
6.61392 42.3092 0 0 0 31
7.44754 42.3092 0 0 0 31
8.28116 42.3092 0 0 0 31
9.11478 42.3092 0 0 0 31
9.9484 42.3092 0 0 0 31
10.782 42.3092 0 0 0 31
11.6156 42.3092 0 0 0 31
12.4493 42.3092 0 0 0 31
13.2829 42.3092 0 0 0 31
14.1165 42.3092 0 0 0 31
14.9501 42.3092 0 0 0 31
15.7837 42.3092 0 0 0 31
16.6174 42.3092 0 0 0 31
17.451 42.3092 0 0 0 31
18.2846 42.3092 0 0 0 31
19.1182 42.3092 0 0 0 31
19.9518 42.3092 0 0 0 31
20.7855 42.3092 0 0 0 31
21.6191 42.3092 0 0 0 31
22.4527 42.3092 0 0 0 31
23.2863 42.3092 0 0 0 31
24.1199 42.3092 0 0 0 31
24.9535 42.3092 0 0 0 31
25.7872 42.3092 0 0 0 31
26.6208 42.3092 0 0 0 31
27.4544 42.3092 0 0 0 31
28.288 42.3092 0 0 0 31
29.1216 42.3092 0 0 0 31
29.9553 42.3092 0 0 0 31
30.7889 42.3092 0 0 0 31
31.6225 42.3092 0 0 0 31
32.4561 42.3092 0 0 0 31
33.2897 42.3092 0 0 0 31
34.1234 42.3092 0 0 0 31
34.957 42.3092 0 0 0 31
35.7906 42.3092 0 0 0 31
36.6242 42.3092 0 0 0 31
37.4578 42.3092 0 0 0 31
38.2915 42.3092 0 0 0 31
39.1251 42.3092 0 0 0 31
39.9587 42.3092 0 0 0 31
40.7923 42.3092 0 0 0 31
41.6259 42.3092 0 0 0 31
42.4596 42.3092 0 0 0 31
43.2932 42.3092 0 0 0 31
44.1268 42.3092 0 0 0 31
44.9604 42.3092 0 0 0 31
45.794 42.3092 0 0 0 31
46.6276 42.3092 0 0 0 31
47.4613 42.3092 0 0 0 31
48.2949 42.3092 0 0 0 31
49.1285 42.3092 0 0 0 31
49.9621 42.3092 0 0 0 31
50.7957 42.3092 0 0 0 31
51.6294 42.3092 0 0 0 31
52.463 42.3092 0 0 0 31
53.2966 42.3092 0 0 0 31
54.1302 42.3092 0 0 0 31
54.9638 42.3092 0 0 0 31
55.7975 42.3092 0 0 0 31
56.6311 42.3092 0 0 0 31
57.4647 42.3092 0 0 0 31
58.2983 42.3092 0 0 0 31
59.1319 42.3092 0 0 0 31
59.9656 42.3092 0 0 0 31
60.7992 42.3092 0 0 0 31
61.6328 42.3092 0 0 0 31
62.4664 42.3092 0 0 0 31
63.3 42.3092 0 0 0 31
64.1336 42.3092 0 0 0 31
64.9673 42.3092 0 0 0 31
65.8009 42.3092 0 0 0 31
66.6345 42.3092 0 0 0 31
67.4681 42.3092 0 0 0 31
68.3017 42.3092 0 0 0 31
69.1354 42.3092 0 0 0 31
69.969 42.3092 0 0 0 31
70.8026 42.3092 0 0 0 31
71.6362 42.3092 0 0 0 31
72.4698 42.3092 0 0 0 31
73.3035 42.3092 0 0 0 31
74.1371 42.3092 0 0 0 31
74.9707 42.3092 0 0 0 31
75.8043 42.3092 0 0 0 31
76.6379 42.3092 0 0 0 31
77.4716 42.3092 0 0 0 31
78.3052 42.3092 0 0 0 31
79.1388 42.3092 0 0 0 31
79.9724 42.3092 0 0 0 31
80.806 42.3092 0 0 0 31
81.6397 42.3092 0 0 0 31
82.4733 42.3092 0 0 0 31
83.3069 42.3092 0 0 0 31
84.1405 42.3092 0 0 0 31
84.9741 42.3092 0 0 0 31
85.8077 42.3092 0 0 0 31
86.6414 42.3092 0 0 0 31
87.475 42.3092 0 0 0 31
88.3086 42.3092 0 0 0 31
89.1422 42.3092 0 0 0 31
89.9758 42.3092 0 0 0 31
90.8095 42.3092 0 0 0 31
91.6431 42.3092 0 0 0 31
92.4767 42.3092 0 0 0 31
93.3103 42.3092 0 0 0 31
94.1439 42.3092 0 0 0 31
94.9776 42.3092 0 0 0 31
95.8112 42.3092 0 0 0 31
96.6448 42.3092 0 0 0 31
97.4784 42.3092 0 0 0 31
98.312 42.3092 0 0 0 31
99.1457 42.3092 0 0 0 31
99.9793 42.3092 0 0 0 31
100.813 42.3092 0 0 0 31
101.647 42.3092 0 0 0 31
102.48 42.3092 0 0 0 31
103.314 42.3092 0 0 0 31
104.147 42.3092 0 0 0 31
104.981 42.3092 0 0 0 31
105.815 42.3092 0 0 0 31
106.648 42.3092 0 0 0 31
107.482 42.3092 0 0 0 31
108.315 42.3092 0 0 0 31
109.149 42.3092 0 0 0 31
109.983 42.3092 0 0 0 31
110.816 42.3092 0 0 0 31
-102.59 41.4756 0 0 0 31
-101.757 41.4756 0 0 0 31
-100.923 41.4756 0 0 0 31
-100.089 41.4756 0 0 0 31
-99.2557 41.4756 0 0 0 31
-98.4221 41.4756 0 0 0 31
-97.5885 41.4756 0 0 0 31
-96.7549 41.4756 0 0 0 31
-95.9212 41.4756 0 0 0 31
-95.0876 41.4756 0 0 0 31
-94.254 41.4756 0 0 0 31
-93.4204 41.4756 0 0 0 31
-92.5868 41.4756 0 0 0 31
-91.7531 41.4756 0 0 0 31
-90.9195 41.4756 0 0 0 31
-90.0859 41.4756 0 0 0 31
-89.2523 41.4756 0 0 0 31
-88.4187 41.4756 0 0 0 31
-87.585 41.4756 0 0 0 31
-86.7514 41.4756 0 0 0 31
-85.9178 41.4756 0 0 0 31
-85.0842 41.4756 0 0 0 31
-84.2506 41.4756 0 0 0 31
-83.4169 41.4756 0 0 0 31
-82.5833 41.4756 0 0 0 31
-81.7497 41.4756 0 0 0 31
-80.9161 41.4756 0 0 0 31
-80.0825 41.4756 0 0 0 31
-79.2489 41.4756 0 0 0 31
-78.4152 41.4756 0 0 0 31
-77.5816 41.4756 0 0 0 31
-76.748 41.4756 0 0 0 31
-75.9144 41.4756 0 0 0 31
-75.0808 41.4756 0 0 0 31
-74.2471 41.4756 0 0 0 31
-73.4135 41.4756 0 0 0 31
-72.5799 41.4756 0 0 0 31
-71.7463 41.4756 0 0 0 31
-70.9127 41.4756 0 0 0 31
-70.079 41.4756 0 0 0 31
-69.2454 41.4756 0 0 0 31
-68.4118 41.4756 0 0 0 31
-67.5782 41.4756 0 0 0 31
-66.7446 41.4756 0 0 0 31
-65.9109 41.4756 0 0 0 31
-65.0773 41.4756 0 0 0 31
-64.2437 41.4756 0 0 0 31
-63.4101 41.4756 0 0 0 31
-62.5765 41.4756 0 0 0 31
-61.7428 41.4756 0 0 0 31
-60.9092 41.4756 0 0 0 31
-60.0756 41.4756 0 0 0 31
-59.242 41.4756 0 0 0 31
-58.4084 41.4756 0 0 0 31
-57.5748 41.4756 0 0 0 31
-56.7411 41.4756 0 0 0 31
-55.9075 41.4756 0 0 0 31
-55.0739 41.4756 0 0 0 31
-54.2403 41.4756 0 0 0 31
-53.4067 41.4756 0 0 0 31
-52.573 41.4756 0 0 0 31
-51.7394 41.4756 0 0 0 31
-50.9058 41.4756 0 0 0 31
-50.0722 41.4756 0 0 0 31
-49.2386 41.4756 0 0 0 31
-48.4049 41.4756 0 0 0 31
-47.5713 41.4756 0 0 0 31
-46.7377 41.4756 0 0 0 31
-45.9041 41.4756 0 0 0 31
-45.0705 41.4756 0 0 0 31
-44.2368 41.4756 0 0 0 31
-43.4032 41.4756 0 0 0 31
-42.5696 41.4756 0 0 0 31
-41.736 41.4756 0 0 0 31
-40.9024 41.4756 0 0 0 31
-40.0688 41.4756 0 0 0 31
-39.2351 41.4756 0 0 0 31
-38.4015 41.4756 0 0 0 31
-37.5679 41.4756 0 0 0 31
-36.7343 41.4756 0 0 0 31
-35.9007 41.4756 0 0 0 31
-35.067 41.4756 0 0 0 31
-34.2334 41.4756 0 0 0 31
-33.3998 41.4756 0 0 0 31
-32.5662 41.4756 0 0 0 31
-31.7326 41.4756 0 0 0 31
-30.8989 41.4756 0 0 0 31
-30.0653 41.4756 0 0 0 31
-29.2317 41.4756 0 0 0 31
-28.3981 41.4756 0 0 0 31
-27.5645 41.4756 0 0 0 31
-26.7308 41.4756 0 0 0 31
-25.8972 41.4756 0 0 0 31
-25.0636 41.4756 0 0 0 31
-24.23 41.4756 0 0 0 31
-23.3964 41.4756 0 0 0 31
-22.5627 41.4756 0 0 0 31
-21.7291 41.4756 0 0 0 31
-20.8955 41.4756 0 0 0 31
-20.0619 41.4756 0 0 0 31
-19.2283 41.4756 0 0 0 31
-18.3947 41.4756 0 0 0 31
-17.561 41.4756 0 0 0 31
-16.7274 41.4756 0 0 0 31
-15.8938 41.4756 0 0 0 31
-15.0602 41.4756 0 0 0 31
-14.2266 41.4756 0 0 0 31
-13.3929 41.4756 0 0 0 31
-12.5593 41.4756 0 0 0 31
-11.7257 41.4756 0 0 0 31
-10.8921 41.4756 0 0 0 31
-10.0585 41.4756 0 0 0 31
-9.22484 41.4756 0 0 0 31
-8.39122 41.4756 0 0 0 31
-7.5576 41.4756 0 0 0 31
-6.72398 41.4756 0 0 0 31
-5.89036 41.4756 0 0 0 31
-5.05674 41.4756 0 0 0 31
-4.22312 41.4756 0 0 0 31
-3.38951 41.4756 0 0 0 31
-2.55589 41.4756 0 0 0 31
-1.72227 41.4756 0 0 0 31
-0.888648 41.4756 0 0 0 31
-0.0550288 41.4756 0 0 0 31
0.77859 41.4756 0 0 0 31
1.61221 41.4756 0 0 0 31
2.44583 41.4756 0 0 0 31
3.27945 41.4756 0 0 0 31
4.11307 41.4756 0 0 0 31
4.94669 41.4756 0 0 0 31
5.78031 41.4756 0 0 0 31
6.61392 41.4756 0 0 0 31
7.44754 41.4756 0 0 0 31
8.28116 41.4756 0 0 0 31
9.11478 41.4756 0 0 0 31
9.9484 41.4756 0 0 0 31
10.782 41.4756 0 0 0 31
11.6156 41.4756 0 0 0 31
12.4493 41.4756 0 0 0 31
13.2829 41.4756 0 0 0 31
14.1165 41.4756 0 0 0 31
14.9501 41.4756 0 0 0 31
15.7837 41.4756 0 0 0 31
16.6174 41.4756 0 0 0 31
17.451 41.4756 0 0 0 31
18.2846 41.4756 0 0 0 31
19.1182 41.4756 0 0 0 31
19.9518 41.4756 0 0 0 31
20.7855 41.4756 0 0 0 31
21.6191 41.4756 0 0 0 31
22.4527 41.4756 0 0 0 31
23.2863 41.4756 0 0 0 31
24.1199 41.4756 0 0 0 31
24.9535 41.4756 0 0 0 31
25.7872 41.4756 0 0 0 31
26.6208 41.4756 0 0 0 31
27.4544 41.4756 0 0 0 31
28.288 41.4756 0 0 0 31
29.1216 41.4756 0 0 0 31
29.9553 41.4756 0 0 0 31
30.7889 41.4756 0 0 0 31
31.6225 41.4756 0 0 0 31
32.4561 41.4756 0 0 0 31
33.2897 41.4756 0 0 0 31
34.1234 41.4756 0 0 0 31
34.957 41.4756 0 0 0 31
35.7906 41.4756 0 0 0 31
36.6242 41.4756 0 0 0 31
37.4578 41.4756 0 0 0 31
38.2915 41.4756 0 0 0 31
39.1251 41.4756 0 0 0 31
39.9587 41.4756 0 0 0 31
40.7923 41.4756 0 0 0 31
41.6259 41.4756 0 0 0 31
42.4596 41.4756 0 0 0 31
43.2932 41.4756 0 0 0 31
44.1268 41.4756 0 0 0 31
44.9604 41.4756 0 0 0 31
45.794 41.4756 0 0 0 31
46.6276 41.4756 0 0 0 31
47.4613 41.4756 0 0 0 31
48.2949 41.4756 0 0 0 31
49.1285 41.4756 0 0 0 31
49.9621 41.4756 0 0 0 31
50.7957 41.4756 0 0 0 31
51.6294 41.4756 0 0 0 31
52.463 41.4756 0 0 0 31
53.2966 41.4756 0 0 0 31
54.1302 41.4756 0 0 0 31
54.9638 41.4756 0 0 0 31
55.7975 41.4756 0 0 0 31
56.6311 41.4756 0 0 0 31
57.4647 41.4756 0 0 0 31
58.2983 41.4756 0 0 0 31
59.1319 41.4756 0 0 0 31
59.9656 41.4756 0 0 0 31
60.7992 41.4756 0 0 0 31
61.6328 41.4756 0 0 0 31
62.4664 41.4756 0 0 0 31
63.3 41.4756 0 0 0 31
64.1336 41.4756 0 0 0 31
64.9673 41.4756 0 0 0 31
65.8009 41.4756 0 0 0 31
66.6345 41.4756 0 0 0 31
67.4681 41.4756 0 0 0 31
68.3017 41.4756 0 0 0 31
69.1354 41.4756 0 0 0 31
69.969 41.4756 0 0 0 31
70.8026 41.4756 0 0 0 31
71.6362 41.4756 0 0 0 31
72.4698 41.4756 0 0 0 31
73.3035 41.4756 0 0 0 31
74.1371 41.4756 0 0 0 31
74.9707 41.4756 0 0 0 31
75.8043 41.4756 0 0 0 31
76.6379 41.4756 0 0 0 31
77.4716 41.4756 0 0 0 31
78.3052 41.4756 0 0 0 31
79.1388 41.4756 0 0 0 31
79.9724 41.4756 0 0 0 31
80.806 41.4756 0 0 0 31
81.6397 41.4756 0 0 0 31
82.4733 41.4756 0 0 0 31
83.3069 41.4756 0 0 0 31
84.1405 41.4756 0 0 0 31
84.9741 41.4756 0 0 0 31
85.8077 41.4756 0 0 0 31
86.6414 41.4756 0 0 0 31
87.475 41.4756 0 0 0 31
88.3086 41.4756 0 0 0 31
89.1422 41.4756 0 0 0 31
89.9758 41.4756 0 0 0 31
90.8095 41.4756 0 0 0 31
91.6431 41.4756 0 0 0 31
92.4767 41.4756 0 0 0 31
93.3103 41.4756 0 0 0 31
94.1439 41.4756 0 0 0 31
94.9776 41.4756 0 0 0 31
95.8112 41.4756 0 0 0 31
96.6448 41.4756 0 0 0 31
97.4784 41.4756 0 0 0 31
98.312 41.4756 0 0 0 31
99.1457 41.4756 0 0 0 31
99.9793 41.4756 0 0 0 31
100.813 41.4756 0 0 0 31
101.647 41.4756 0 0 0 31
102.48 41.4756 0 0 0 31
103.314 41.4756 0 0 0 31
104.147 41.4756 0 0 0 31
104.981 41.4756 0 0 0 31
105.815 41.4756 0 0 0 31
106.648 41.4756 0 0 0 31
107.482 41.4756 0 0 0 31
108.315 41.4756 0 0 0 31
109.149 41.4756 0 0 0 31
109.983 41.4756 0 0 0 31
110.816 41.4756 0 0 0 31
-102.59 40.642 0 0 0 31
-101.757 40.642 0 0 0 31
-100.923 40.642 0 0 0 31
-100.089 40.642 0 0 0 31
-99.2557 40.642 0 0 0 31
-98.4221 40.642 0 0 0 31
-97.5885 40.642 0 0 0 31
-96.7549 40.642 0 0 0 31
-95.9212 40.642 0 0 0 31
-95.0876 40.642 0 0 0 31
-94.254 40.642 0 0 0 31
-93.4204 40.642 0 0 0 31
-92.5868 40.642 0 0 0 31
-91.7531 40.642 0 0 0 31
-90.9195 40.642 0 0 0 31
-90.0859 40.642 0 0 0 31
-89.2523 40.642 0 0 0 31
-88.4187 40.642 0 0 0 31
-87.585 40.642 0 0 0 31
-86.7514 40.642 0 0 0 31
-85.9178 40.642 0 0 0 31
-85.0842 40.642 0 0 0 31
-84.2506 40.642 0 0 0 31
-83.4169 40.642 0 0 0 31
-82.5833 40.642 0 0 0 31
-81.7497 40.642 0 0 0 31
-80.9161 40.642 0 0 0 31
-80.0825 40.642 0 0 0 31
-79.2489 40.642 0 0 0 31
-78.4152 40.642 0 0 0 31
-77.5816 40.642 0 0 0 31
-76.748 40.642 0 0 0 31
-75.9144 40.642 0 0 0 31
-75.0808 40.642 0 0 0 31
-74.2471 40.642 0 0 0 31
-73.4135 40.642 0 0 0 31
-72.5799 40.642 0 0 0 31
-71.7463 40.642 0 0 0 31
-70.9127 40.642 0 0 0 31
-70.079 40.642 0 0 0 31
-69.2454 40.642 0 0 0 31
-68.4118 40.642 0 0 0 31
-67.5782 40.642 0 0 0 31
-66.7446 40.642 0 0 0 31
-65.9109 40.642 0 0 0 31
-65.0773 40.642 0 0 0 31
-64.2437 40.642 0 0 0 31
-63.4101 40.642 0 0 0 31
-62.5765 40.642 0 0 0 31
-61.7428 40.642 0 0 0 31
-60.9092 40.642 0 0 0 31
-60.0756 40.642 0 0 0 31
-59.242 40.642 0 0 0 31
-58.4084 40.642 0 0 0 31
-57.5748 40.642 0 0 0 31
-56.7411 40.642 0 0 0 31
-55.9075 40.642 0 0 0 31
-55.0739 40.642 0 0 0 31
-54.2403 40.642 0 0 0 31
-53.4067 40.642 0 0 0 31
-52.573 40.642 0 0 0 31
-51.7394 40.642 0 0 0 31
-50.9058 40.642 0 0 0 31
-50.0722 40.642 0 0 0 31
-49.2386 40.642 0 0 0 31
-48.4049 40.642 0 0 0 31
-47.5713 40.642 0 0 0 31
-46.7377 40.642 0 0 0 31
-45.9041 40.642 0 0 0 31
-45.0705 40.642 0 0 0 31
-44.2368 40.642 0 0 0 31
-43.4032 40.642 0 0 0 31
-42.5696 40.642 0 0 0 31
-41.736 40.642 0 0 0 31
-40.9024 40.642 0 0 0 31
-40.0688 40.642 0 0 0 31
-39.2351 40.642 0 0 0 31
-38.4015 40.642 0 0 0 31
-37.5679 40.642 0 0 0 31
-36.7343 40.642 0 0 0 31
-35.9007 40.642 0 0 0 31
-35.067 40.642 0 0 0 31
-34.2334 40.642 0 0 0 31
-33.3998 40.642 0 0 0 31
-32.5662 40.642 0 0 0 31
-31.7326 40.642 0 0 0 31
-30.8989 40.642 0 0 0 31
-30.0653 40.642 0 0 0 31
-29.2317 40.642 0 0 0 31
-28.3981 40.642 0 0 0 31
-27.5645 40.642 0 0 0 31
-26.7308 40.642 0 0 0 31
-25.8972 40.642 0 0 0 31
-25.0636 40.642 0 0 0 31
-24.23 40.642 0 0 0 31
-23.3964 40.642 0 0 0 31
-22.5627 40.642 0 0 0 31
-21.7291 40.642 0 0 0 31
-20.8955 40.642 0 0 0 31
-20.0619 40.642 0 0 0 31
-19.2283 40.642 0 0 0 31
-18.3947 40.642 0 0 0 31
-17.561 40.642 0 0 0 31
-16.7274 40.642 0 0 0 31
-15.8938 40.642 0 0 0 31
-15.0602 40.642 0 0 0 31
-14.2266 40.642 0 0 0 31
-13.3929 40.642 0 0 0 31
-12.5593 40.642 0 0 0 31
-11.7257 40.642 0 0 0 31
-10.8921 40.642 0 0 0 31
-10.0585 40.642 0 0 0 31
-9.22484 40.642 0 0 0 31
-8.39122 40.642 0 0 0 31
-7.5576 40.642 0 0 0 31
-6.72398 40.642 0 0 0 31
-5.89036 40.642 0 0 0 31
-5.05674 40.642 0 0 0 31
-4.22312 40.642 0 0 0 31
-3.38951 40.642 0 0 0 31
-2.55589 40.642 0 0 0 31
-1.72227 40.642 0 0 0 31
-0.888648 40.642 0 0 0 31
-0.0550288 40.642 0 0 0 31
0.77859 40.642 0 0 0 31
1.61221 40.642 0 0 0 31
2.44583 40.642 0 0 0 31
3.27945 40.642 0 0 0 31
4.11307 40.642 0 0 0 31
4.94669 40.642 0 0 0 31
5.78031 40.642 0 0 0 31
6.61392 40.642 0 0 0 31
7.44754 40.642 0 0 0 31
8.28116 40.642 0 0 0 31
9.11478 40.642 0 0 0 31
9.9484 40.642 0 0 0 31
10.782 40.642 0 0 0 31
11.6156 40.642 0 0 0 31
12.4493 40.642 0 0 0 31
13.2829 40.642 0 0 0 31
14.1165 40.642 0 0 0 31
14.9501 40.642 0 0 0 31
15.7837 40.642 0 0 0 31
16.6174 40.642 0 0 0 31
17.451 40.642 0 0 0 31
18.2846 40.642 0 0 0 31
19.1182 40.642 0 0 0 31
19.9518 40.642 0 0 0 31
20.7855 40.642 0 0 0 31
21.6191 40.642 0 0 0 31
22.4527 40.642 0 0 0 31
23.2863 40.642 0 0 0 31
24.1199 40.642 0 0 0 31
24.9535 40.642 0 0 0 31
25.7872 40.642 0 0 0 31
26.6208 40.642 0 0 0 31
27.4544 40.642 0 0 0 31
28.288 40.642 0 0 0 31
29.1216 40.642 0 0 0 31
29.9553 40.642 0 0 0 31
30.7889 40.642 0 0 0 31
31.6225 40.642 0 0 0 31
32.4561 40.642 0 0 0 31
33.2897 40.642 0 0 0 31
34.1234 40.642 0 0 0 31
34.957 40.642 0 0 0 31
35.7906 40.642 0 0 0 31
36.6242 40.642 0 0 0 31
37.4578 40.642 0 0 0 31
38.2915 40.642 0 0 0 31
39.1251 40.642 0 0 0 31
39.9587 40.642 0 0 0 31
40.7923 40.642 0 0 0 31
41.6259 40.642 0 0 0 31
42.4596 40.642 0 0 0 31
43.2932 40.642 0 0 0 31
44.1268 40.642 0 0 0 31
44.9604 40.642 0 0 0 31
45.794 40.642 0 0 0 31
46.6276 40.642 0 0 0 31
47.4613 40.642 0 0 0 31
48.2949 40.642 0 0 0 31
49.1285 40.642 0 0 0 31
49.9621 40.642 0 0 0 31
50.7957 40.642 0 0 0 31
51.6294 40.642 0 0 0 31
52.463 40.642 0 0 0 31
53.2966 40.642 0 0 0 31
54.1302 40.642 0 0 0 31
54.9638 40.642 0 0 0 31
55.7975 40.642 0 0 0 31
56.6311 40.642 0 0 0 31
57.4647 40.642 0 0 0 31
58.2983 40.642 0 0 0 31
59.1319 40.642 0 0 0 31
59.9656 40.642 0 0 0 31
60.7992 40.642 0 0 0 31
61.6328 40.642 0 0 0 31
62.4664 40.642 0 0 0 31
63.3 40.642 0 0 0 31
64.1336 40.642 0 0 0 31
64.9673 40.642 0 0 0 31
65.8009 40.642 0 0 0 31
66.6345 40.642 0.138886 0.00370964 1 31
67.4681 40.642 0.138884 0.00370803 1 31
68.3017 40.642 0.138883 0.00370639 1 31
69.1354 40.642 0.138882 0.0037053 1 31
69.969 40.642 0.138882 0.00370516 1 31
70.8026 40.642 0.138884 0.00370455 1 31
71.6362 40.642 0.138885 0.00370481 1 31
72.4698 40.642 0.138889 0.00370548 1 31
73.3035 40.642 0.138896 0.00370629 1 31
74.1371 40.642 0.138902 0.00370717 1 31
74.9707 40.642 0.138909 0.00370768 1 31
75.8043 40.642 0.138916 0.00370658 1 31
76.6379 40.642 0.138925 0.00370622 1 31
77.4716 40.642 0.138935 0.00370693 1 31
78.3052 40.642 0.138946 0.00370853 1 31
79.1388 40.642 0.138959 0.00371021 1 31
79.9724 40.642 0.138971 0.00371479 1 31
80.806 40.642 0.138983 0.00371743 1 31
81.6397 40.642 0.138998 0.00371967 1 31
82.4733 40.642 0.139012 0.00372238 1 31
83.3069 40.642 0.139027 0.0037262 1 31
84.1405 40.642 0.139041 0.00373046 1 31
84.9741 40.642 0.139056 0.00373399 1 31
85.8077 40.642 0.139072 0.00373834 1 31
86.6414 40.642 0.139087 0.00374176 1 31
87.475 40.642 0.139103 0.00374558 1 31
88.3086 40.642 0.13912 0.00374896 1 31
89.1422 40.642 0.139138 0.00375185 1 31
89.9758 40.642 0.139155 0.00375373 1 31
90.8095 40.642 0.139173 0.00375594 1 31
91.6431 40.642 0.13919 0.00375863 1 31
92.4767 40.642 0.139208 0.00376243 1 31
93.3103 40.642 0.139226 0.00376706 1 31
