Sareen_Ured,,Govardhan_Ured,
X,Y,X,Y
0.45741042167491064,0.001407182258245987,0.7455334691206192,0.010324222609978895
0.5497785164754656,0.0005276933468423284,0.8699795512971082,0.01093497879845362
0.590424521169457,0.001407182258245987,0.9469903986470856,0.4238061622074625
0.6403020008536981,0.0005276933468423284,1.020302588408756,0.48182800011257454
0.6735555257273349,0.0005276933468423284,1.1230831549704559,0.5276347142481893
0.7289864900620366,0.0031661600810537482,1.204044176423705,0.5703876474414299
0.7788667773724915,0.0031661600810537482,1.3068968833811705,0.6387923405506147
0.8509216965177981,0.0049251379038612875,1.3930988070997685,0.7157476202984477
0.8760780273914714,0.3619976359338062,1.4908158977748944,0.7829308010306829
0.9022086045612565,0.4455490825171676,1.567865739933393,0.8061395361927276
0.9445629718165951,0.4671698515891778,1.6396805290478218,0.7969781933656048
0.9933961705286185,0.49282161150512205,1.7256757802812532,0.809193317135102
1.0331864731444047,0.49892917338987075,1.8025559950226815,0.7792662638998337
1.0794304165705717,0.5172518590441166,1.8640430091000741,0.7499499668530402
1.124420676902758,0.5447358875254856,1.9253915916072142,0.6772699804245312
1.1706509721459435,0.5587832798604074,,
1.207912461429082,0.5764952093261785,,
1.2413505097366437,0.6021469692421229,,
1.3017105738477528,0.6216911672733185,,
1.3172324573799101,0.6613903195241848,,
1.3494051241509366,0.6925388851364028,,
1.407257822074084,0.7304057688218445,,
1.4573544525822189,0.7499499668530402,,
1.5113037701723209,0.7707156772611855,,
1.5434432913561027,0.7914813876693308,,
1.5845223723935393,0.7994212181195042,,
1.626896081073904,0.8110255857005265,,
1.6666688360258557,0.8116363418890016,,
1.6897908077389387,0.8207976847161244,,
1.7256777300216792,0.8098040733235768,,
1.770605598660231,0.8177439037737502,,
1.8064886214621185,0.8055287800042528,,
1.8488525814403527,0.8140793666429009,,
1.8796467817301283,0.8153008790198506,,
1.9104058866922329,0.8055287800042528,,
1.9565815892034868,0.8024749990618786,,
1.9950129227422835,0.7847630695961074,,
2.014180820871242,0.7609435782455877,,
2.0538872846487064,0.7407886240259172,,
2.0730532330372395,0.7163583764869226,,
2.1191587448931535,0.6913173727594532,,
2.162741292637698,0.6797130051784307,,
2.2281063404225985,0.6595580509587601,,
2.235727875748211,0.6357385596082404,,
2.2511366743356556,0.6400138529275644,,
2.298542663055776,0.6204696548963687,,
2.363954504610902,0.614972849200095,,
2.3819642569267594,0.6302417539119666,,
2.4050413846100422,0.6253557044041677,,
2.501185034761309,0.601536213053648,,
2.5063576961117437,0.6143620930116201,,
2.5640875603880477,0.6137513368231453,,
2.584651472662092,0.6253557044041677,,
2.6448809041646526,0.6039792378075475,,
2.7321278887516383,0.6064222625614469,,
2.777032360505077,0.6070330187499218,,
2.806535832632776,0.605811506372972,,
2.838564218612271,0.5917641140380502,,
2.8629164765342208,0.5844350397763518,,
2.8706725439492344,0.6027577254305977,,
2.9335224265844695,0.5984824321112737,,
3.0130601375266672,0.5972609197343239,,
3.070825097130642,0.6076437749383966,,
3.093962666767134,0.6216911672733185,,
3.095175405312166,0.5997039444882234,,
3.2350029897101336,0.5960394073573742,,
3.274791342585494,0.601536213053648,,
3.3465671368914003,0.5801597464570277,,
